"","Fraud","Amount","card_freq_1","card_freq_3","card_freq_7","card_freq_14","card_freq_30","merchant_freq_1","merchant_freq_3","merchant_freq_7","merchant_freq_14","merchant_freq_30","merchant_card_1","merchant_card_3","merchant_card_7","merchant_card_14","merchant_card_30","card_merchant_1","card_merchant_3","card_merchant_7","card_merchant_14","card_merchant_30","Avg_Amount_Card_1","Avg_Amount_Card_3","Avg_Amount_Card_7","Avg_Amount_Card_14","Avg_Amount_Card_30","Total_Amount_Card_1","Total_Amount_Card_3","Total_Amount_Card_7","Total_Amount_Card_14","Total_Amount_Card_30","Median_Amount_Card_1","Median_Amount_Card_3","Median_Amount_Card_7","Median_Amount_Card_14","Median_Amount_Card_30","Max_Amount_Card_1","Max_Amount_Card_3","Max_Amount_Card_7","Max_Amount_Card_14","Max_Amount_Card_30","Avg_Amount_Merch_1","Avg_Amount_Merch_3","Avg_Amount_Merch_7","Avg_Amount_Merch_14","Avg_Amount_Merch_30","Total_Amount_Merch_1","Total_Amount_Merch_3","Total_Amount_Merch_7","Total_Amount_Merch_14","Total_Amount_Merch_30","Median_Amount_Merch_1","Median_Amount_Merch_3","Median_Amount_Merch_7","Median_Amount_Merch_14","Median_Amount_Merch_30","Max_Amount_Merch_1","Max_Amount_Merch_3","Max_Amount_Merch_7","Max_Amount_Merch_14","Max_Amount_Merch_30","zip_card_1","zip_card_3","zip_card_7","zip_card_14","zip_card_30","zip_merchant_1","zip_merchant_3","zip_merchant_7","zip_merchant_14","zip_merchant_30"
"58055","No",293.38,1,1,8,23,49,1,1,1,1,1,1,1,6,12,17,1,1,1,1,1,1,1,0.948954631,0.894094482,1.087514061,1,1,0.118619329,0.038873673,0.022194165,1,1,0.980580902,2.996425289,12.60764933,1,1,0.330193245,0.152735262,0.152735262,293.38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,12,16,1,1,1,1,1
"4097","No",108.88,1,3,6,26,32,2,3,4,5,8,1,3,6,13,16,2,3,4,5,8,1,1.221358062,0.287359406,0.371129101,0.363594242,1,0.407119354,0.047893234,0.014274196,0.01136232,1,1.148038802,1.068918123,30.07734807,30.07734807,1,1,0.061168539,0.056287351,0.056287351,81.665,1.434015278,1.258364634,1.130750857,1.029476421,0.66662585,0.478005093,0.314591159,0.226150171,0.128684553,1.333251699,1.689371606,1.256331853,1,1.256331853,1,1,0.920216362,0.804432952,0.420532231,1,3,6,12,14,1,1,1,1,1
"64260","No",359.04,2,3,5,8,9,2,4,6,10,22,2,2,2,3,4,2,3,4,7,14,1.471897676,2.085340355,1.7945719,0.486187022,0.515499968,0.735948838,0.695113452,0.35891438,0.060773378,0.057277774,1.471897676,2.787144853,2.787144853,0.988097368,0.995811954,1,1,0.976474748,0.164697248,0.164697248,464.99,1.303668201,1.649040081,0.494634707,0.569741157,0.386072819,0.32591705,0.274840013,0.049463471,0.025897325,0.772145638,1.430352768,2.771118743,2.190804528,1.445643421,0.628857673,0.628857673,0.628857673,0.0731223,0.0731223,2,2,2,3,3,1,1,1,1,1
"49038","No",3.62,26,28,49,74,175,100,242,341,634,1353,1,1,3,4,4,30,56,64,82,102,0.977362409,0.978472826,0.042320392,0.06248717,0.135839848,0.037590862,0.034945458,0.000863681,0.000844421,0.000776228,0.986376022,0.986376022,0.986376022,1,1,0.952631579,0.952631579,0.000901619,0.000901619,0.000901619,6.4264,0.63590369,0.468684031,0.500052291,0.435442358,0.005633014,0.002627701,0.00137444,0.000788726,0.000321835,0.967914439,0.986376022,0.986376022,0.986376022,0.986376022,0.07721843,0.073131313,0.031643357,0.026461988,0.013966049,1,1,2,2,2,1,1,1,1,1
"43151","No",129,8,9,10,13,18,8,8,8,11,22,2,3,4,6,8,2,2,2,3,7,0.326926793,0.352638869,0.363654815,0.44718569,0.380853657,0.040865849,0.039182097,0.036365482,0.034398899,0.021158536,1,1,1,1,1,0.057239969,0.057239969,0.057239969,0.057239969,0.057239969,115.375,1.118093174,1.118093174,1.112068966,1.286491387,0.139761647,0.139761647,0.139761647,0.101097179,0.058476881,1,1,1,1,1,1,1,1,0.865771812,0.811320755,2,3,4,6,6,1,1,1,1,1
"82444","No",751.88,4,5,7,12,20,4,6,10,16,43,2,3,4,7,11,2,4,8,11,24,1.741732977,2.013939111,1.315563065,1.690203535,1.129234649,0.435433244,0.402787822,0.187937581,0.140850295,0.056461732,1.86529063,3.459782809,3.459782809,3.129052395,2.497857214,1,1,0.356510194,0.356510194,0.314837845,476.2525,1.483802852,1.028256963,1.194192471,0.978929195,0.394685592,0.247300475,0.102825696,0.074637029,0.022765795,1.551547668,1.324501911,1.324501911,1.649565055,1.507438149,0.98012071,0.98012071,0.340476018,0.340476018,0.238938587,2,3,4,6,10,1,1,1,1,1
"49607","No",950,1,1,1,5,15,1,1,1,1,1,1,1,1,4,12,1,1,1,1,1,1,1,1,2.665978189,3.197526349,1,1,1,0.533195638,0.213168423,1,1,1,10.6741573,5.813953488,1,1,1,1,1,950,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,12,1,1,1,1,1
"62171","No",639.98,4,4,4,7,7,2,2,2,4,7,3,3,3,5,5,1,1,1,3,5,1.545416128,1.545416128,1.545416128,2.465864869,2.465864869,0.386354032,0.386354032,0.386354032,0.35226641,0.35226641,1.79651073,1.79651073,1.79651073,11.63177027,11.63177027,0.719911808,0.719911808,0.719911808,0.719911808,0.719911808,356.235,1.79651073,1.79651073,2.513643817,1.970849868,0.898255365,0.898255365,0.898255365,0.628410954,0.281549981,1.79651073,1.79651073,1.79651073,4.18369615,3.856695191,1,1,1,1,0.799985,2,2,2,3,3,1,1,1,1,1
"2360","No",27.9,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,0.098430058,0.098430058,0.098430058,0.098430058,0.098430058,0.049215029,0.049215029,0.049215029,0.049215029,0.049215029,0.098430058,0.098430058,0.098430058,0.098430058,0.098430058,0.051762523,0.051762523,0.051762523,0.051762523,0.051762523,27.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"18652","No",99,1,1,4,8,20,1,2,2,3,4,1,1,4,7,15,1,2,2,3,4,1,1,0.71728735,0.353298569,0.34674671,1,1,0.179321837,0.044162321,0.017337336,1,1,0.969685097,0.452985587,0.845900799,1,1,0.298273628,0.129812231,0.104782972,99,1.546875,1.546875,1.375,0.853448276,1,0.7734375,0.7734375,0.458333333,0.213362069,1,1.546875,1.546875,1.125,1.058823529,1,1,1,1,0.399193548,1,1,4,7,14,1,1,1,1,1
"3314","No",275.75,3,4,5,10,10,1,1,1,1,1,3,3,4,9,9,1,1,1,1,1,0.833946591,1.0689849,1.249071407,0.662890853,0.662890853,0.277982197,0.267246225,0.249814281,0.066289085,0.066289085,1,1.062129266,1.132490041,1.062129266,1.062129266,0.583313942,0.583313942,0.583313942,0.24911241,0.24911241,275.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,9,9,1,1,1,1,1
"47549","No",226.52,2,5,8,10,19,2,3,4,5,9,1,4,7,9,14,1,2,2,2,4,1.65784755,1.244670095,1.337121016,1.204131427,0.393658843,0.828923775,0.248934019,0.167140127,0.120413143,0.020718886,1.65784755,2.269966931,2.52095042,2.52095042,1,1,0.468016529,0.468016529,0.46503798,0.115513083,136.635,1.885676231,0.59653304,0.730983207,0.778371692,0.828923775,0.628558744,0.14913326,0.146196641,0.086485744,1.65784755,2.600390311,1.444504671,2.600390311,1,1,1,0.195523638,0.195523638,0.195523638,1,4,7,9,14,1,1,1,1,1
"64468","No",895,1,2,3,4,8,1,1,1,1,1,1,2,3,4,8,1,1,1,1,1,1,1.467213115,0.824884793,0.827803085,1.544368233,1,0.733606557,0.274961598,0.206950771,0.193046029,1,1.467213115,1,0.911080572,3.597556074,1,1,0.43980344,0.43980344,0.43980344,895,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,8,1,1,1,1,1
"54143","No",676.08,2,2,2,5,7,1,1,1,1,1,2,2,2,5,7,1,1,1,1,1,1.703573048,1.703573048,1.703573048,1.015440072,1.155974597,0.851786524,0.851786524,0.851786524,0.203088014,0.165139228,1.703573048,1.703573048,1.703573048,4.025244106,2.2536,1,1,1,0.294588235,0.294588235,676.08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,6,1,1,1,1,1
"71995","No",78.45,3,4,13,13,22,1,1,1,1,1,3,4,11,11,18,1,1,1,1,1,0.49988318,0.370580316,0.186482765,0.186482765,0.149503906,0.166627727,0.092645079,0.014344828,0.014344828,0.006795632,1,0.345275296,0.242819116,0.242819116,0.243982086,0.206447368,0.206447368,0.045470353,0.045470353,0.045470353,78.45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,11,11,18,1,1,1,1,1
"64155","No",1368.56,1,3,4,5,9,3,8,24,51,113,1,2,3,4,5,3,7,16,28,54,1,2.550999105,3.162837994,3.878478717,6.787856076,1,0.850333035,0.790709498,0.775695743,0.754206231,1,10.5071785,10.87842296,11.27686223,40.85253731,1,1,1,1,1,1066.73,2.780785281,3.854619026,2.723907447,2.663176091,0.427649608,0.34759816,0.160609126,0.05340995,0.02356793,1.360898143,5.108282632,8.464359712,5.390790562,5.436402638,1,1,0.673586809,0.551021066,0.548543028,1,2,3,4,4,1,1,1,1,1
"54969","No",650,1,3,3,5,6,1,1,1,1,1,1,2,2,4,5,1,1,1,1,1,1,1.754259702,1.754259702,1.596471062,1.812486639,1,0.584753234,0.584753234,0.319294212,0.302081106,1,1.448629374,1.448629374,1.448629374,1.541727446,1,1,1,1,1,650,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,5,1,1,1,1,1
"61621","No",3.62,146,174,193,198,234,200,373,540,806,1439,2,2,2,2,3,15,38,54,71,97,0.957810801,0.886143977,0.869888939,0.857296638,0.778573332,0.006560348,0.005092781,0.004507197,0.004329781,0.003327236,1,1,1,1,1,0.362,0.278461538,0.22625,0.22625,0.035490196,4.3384,0.626820912,0.490454601,0.469156964,0.349567636,0.004172045,0.001680485,0.000908249,0.000582081,0.000242924,1,1,0.986376022,0.986376022,0.986376022,0.161032028,0.027424242,0.009016189,0.009016189,0.002432796,1,1,1,1,2,1,1,1,1,1
"33168.1","No",91,1,2,3,5,13,10,33,59,148,288,1,2,3,5,9,10,29,47,102,183,1,0.245614035,0.30952381,0.322995123,0.248124385,1,0.122807018,0.103174603,0.064599025,0.019086491,1,0.245614035,0.645390071,0.354513226,0.337037037,1,0.14,0.14,0.14,0.134802832,881.048,0.158656277,0.164784945,0.166640992,0.182563564,0.010328609,0.004807766,0.002792965,0.001125953,0.000633901,0.146378735,0.479452055,0.310909153,0.279995692,0.305220614,0.043855422,0.043855422,0.043855422,0.0182,0.0182,1,2,3,5,9,10,23,37,67,115
"77339.1","No",549,1,2,2,3,8,1,1,1,1,1,1,2,2,3,6,1,1,1,1,1,1,0.510944829,0.510944829,0.500312885,0.774754846,1,0.255472415,0.255472415,0.166770962,0.096844356,1,0.510944829,0.510944829,0.480323365,0.927216072,1,0.343133578,0.343133578,0.343133578,0.343133578,549,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,6,1,1,1,1,1
"15588","No",316.6,1,2,2,2,10,1,1,1,2,4,1,2,2,2,8,1,1,1,2,4,1,1.806819803,1.806819803,1.806819803,0.998341353,1,0.903409902,0.903409902,0.903409902,0.099834135,1,1.806819803,1.806819803,1.806819803,3.724705882,1,1,1,1,0.171433522,316.6,1,1,1.84606414,2.924711316,1,1,1,0.92303207,0.731177829,1,1,1,1.84606414,7.035555556,1,1,1,1,1,1,2,2,2,7,1,1,1,1,1
"23437","No",128.34,4,5,6,8,13,1,1,1,1,3,4,5,6,7,9,1,1,1,1,2,0.438551829,0.520636415,0.600898961,0.620922385,0.570152447,0.109637957,0.104127283,0.100149827,0.077615298,0.043857881,0.603186539,1,1.348888539,1.33271028,1.99719888,0.182264891,0.182264891,0.182264891,0.182264891,0.120624836,128.34,1,1,1,0.124749704,1,1,1,1,0.041583235,1,1,1,1,0.086774848,1,1,1,1,0.086774848,4,5,6,7,9,1,1,1,1,1
"25994","No",56.45,1,1,2,2,4,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,0.858881704,0.858881704,1.013646974,1,1,0.429440852,0.429440852,0.253411744,1,1,0.858881704,0.858881704,0.858881704,1,1,0.752666667,0.752666667,0.752666667,56.45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1
"44393","No",89.95,3,3,3,5,9,1,1,1,1,1,3,3,3,5,8,1,1,1,1,1,0.216234625,0.216234625,0.216234625,0.175284411,0.103629563,0.072078208,0.072078208,0.072078208,0.035056882,0.011514396,0.599666667,0.599666667,0.599666667,0.173682178,0.173682178,0.089236111,0.089236111,0.089236111,0.089236111,0.024310811,89.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,5,7,1,1,1,1,1
"50831","No",462,1,1,1,2,13,2,3,11,29,59,1,1,1,1,5,2,3,9,22,34,1,1,1,0.816268839,1.178474302,1,1,1,0.408134419,0.090651869,1,1,1,0.816268839,1.566101695,1,1,1,0.689572823,0.312584574,2632.5,0.245890733,0.587373889,0.674149841,0.802296042,0.087749288,0.081963578,0.053397626,0.023246546,0.013598238,0.175498575,1,1.243105072,1.243105072,1.8046875,0.096189881,0.096189881,0.096189881,0.096189881,0.096189881,1,1,1,1,5,1,1,1,1,1
"78531","No",362.5,3,3,3,4,7,3,3,8,19,31,1,1,1,2,5,1,1,4,9,17,1.720183486,1.720183486,1.720183486,1.052860877,1.443721872,0.573394495,0.573394495,0.573394495,0.263215219,0.206245982,1.394767218,1.394767218,1.394767218,1.164845758,1.394767218,1,1,1,0.486577181,0.486577181,210.7333333,1.720183486,0.646722344,0.814537378,0.907490481,0.573394495,0.573394495,0.080840293,0.042870388,0.029273886,1.394767218,1.394767218,1.164845758,1.471842137,1.691159319,1,1,0.169281778,0.169281778,0.169281778,1,1,1,2,5,1,1,1,1,1
"73790","No",3.67,2,2,5,6,16,64,125,327,534,1300,1,1,2,2,6,28,38,67,87,109,1.006858711,1.006858711,0.378897378,0.384763236,0.076607958,0.503429355,0.503429355,0.075779476,0.064127206,0.004787997,1.006858711,1.006858711,1.013812155,1.006858711,1.006858711,1,1,0.108259587,0.108259587,0.007986247,8.70515625,0.262111404,0.379646765,0.435761345,0.461897565,0.006587332,0.002096891,0.001160999,0.000816032,0.000355306,1.013812155,0.981283422,1,0.981283422,1,0.074517766,0.040800445,0.040800445,0.040800445,0.026780502,1,1,2,2,5,1,1,1,1,1
"66638","No",226.45,1,4,7,11,14,2,7,13,29,71,1,3,4,7,8,2,7,12,22,45,1,0.790091151,0.644252068,0.62610595,0.667083291,1,0.197522788,0.09203601,0.056918723,0.047648807,1,0.960653304,0.767627119,0.9058,0.877713178,1,0.431333333,0.431333333,0.240794105,0.240794105,292.32,0.840665256,1.163816278,0.874386024,0.962930245,0.387332375,0.120095037,0.089524329,0.030151242,0.013562398,0.774664751,1,1.258754864,1.641536789,1.641536789,0.632206371,0.347475832,0.347475832,0.195027215,0.195027215,1,2,3,6,7,1,1,1,1,1
"67931","No",2490.53,2,2,2,9,21,3,3,3,6,6,1,1,1,5,13,2,2,2,2,2,1.00278021,1.00278021,1.00278021,1.354666349,2.725882713,0.501390105,0.501390105,0.501390105,0.150518483,0.129803939,1.00278021,1.00278021,1.00278021,1.005575923,7.663169231,1,1,1,0.996610644,0.996610644,2346.546667,1.061359672,1.061359672,1.030746829,1.030746829,0.353786557,0.353786557,0.353786557,0.171791138,0.171791138,1.005575923,1.005575923,1.005575923,1.00278021,1.00278021,1,1,1,0.999995985,0.999995985,1,1,1,3,10,1,1,1,1,1
"49461","No",119.76,2,3,15,24,32,4,15,20,28,57,2,3,11,12,14,4,12,16,21,38,0.330938433,0.440639717,0.145416279,0.154240371,0.139095692,0.165469216,0.146879906,0.009694419,0.006426682,0.00434674,0.330938433,1,0.30558816,0.255365425,0.294069982,0.198278146,0.198278146,0.048044097,0.048044097,0.048044097,303.955,0.542637064,0.401554448,0.252188699,0.266280125,0.098501423,0.036175804,0.020077722,0.009006739,0.004671581,0.451541144,0.674096589,0.539799874,0.451541144,0.443555556,0.211736002,0.147926728,0.108760012,0.050961702,0.050961702,2,3,11,12,15,1,1,1,1,1
"59778","No",27.9,1,3,4,4,4,7,22,32,51,105,1,2,3,3,3,7,15,21,31,54,1,0.510770733,0.422951565,0.422951565,0.422951565,1,0.170256911,0.105737891,0.105737891,0.105737891,1,0.9,0.425986717,0.425986717,0.425986717,1,0.265790226,0.265790226,0.265790226,0.265790226,488.6385714,0.038567365,0.036608949,0.046804905,0.05047642,0.008156774,0.001753062,0.00114403,0.000917743,0.000480728,0.200719424,0.071822067,0.062010335,0.0840159,0.105673813,0.012433155,0.011698358,0.011698358,0.011698358,0.011182813,1,2,3,3,3,1,1,1,1,1
"10846","No",1334.08,2,5,9,12,13,2,2,2,2,2,2,5,9,12,12,2,2,2,2,2,1.940367106,2.334691363,2.924680475,3.584421865,3.773343197,0.970183553,0.466938273,0.324964497,0.298701822,0.290257169,1.940367106,2.826440678,6.762368208,7.537175141,7.623314286,1,1,1,1,1,833,1.601536615,1.601536615,1.601536615,1.601536615,0.800768307,0.800768307,0.800768307,0.800768307,0.800768307,1.601536615,1.601536615,1.601536615,1.601536615,1.601536615,1,1,1,1,1,2,5,8,11,11,1,1,1,1,1
"8287","No",575,3,5,6,11,17,4,4,4,6,10,1,2,3,4,5,2,2,2,2,3,0.849753695,0.676192156,0.760798375,0.935075457,0.813097398,0.283251232,0.135238431,0.126799729,0.08500686,0.047829259,1,0.592826286,0.744370295,1,1,0.590955807,0.459331214,0.459331214,0.459331214,0.25,673.25,0.854066097,0.854066097,0.772503359,0.659328059,0.213516524,0.213516524,0.213516524,0.12875056,0.065932806,0.928917609,0.928917609,0.928917609,0.786056049,0.786056049,0.590955807,0.590955807,0.590955807,0.590955807,0.25,1,2,2,3,4,1,1,1,1,1
"23790","No",264.35,1,1,1,1,7,2,3,5,11,24,1,1,1,1,5,2,3,5,8,18,1,1,1,1,1.714300272,1,1,1,1,0.244900039,1,1,1,1,2.574252605,1,1,1,1,1,283.34,1.254290098,2.011275621,2.169146992,2.93862351,0.466489024,0.418096699,0.402255124,0.197195181,0.122442646,0.932978048,1,4.030339991,4.030339991,9.796183065,0.874375682,0.874375682,0.874375682,0.58748361,0.58748361,1,1,1,1,5,1,1,1,1,1
"55590","No",208.92,2,2,4,4,11,2,2,7,12,22,2,2,4,4,9,2,2,6,10,17,1.099810486,1.099810486,0.500857057,0.500857057,0.598171222,0.549905243,0.549905243,0.125214264,0.125214264,0.054379202,1.099810486,1.099810486,0.885610733,0.885610733,0.79470501,1,1,0.203687274,0.203687274,0.203687274,113.58,1.839408347,2.389685937,3.33715807,3.124738259,0.919704173,0.919704173,0.341383705,0.278096506,0.142033557,1.839408347,1.839408347,4.036321484,5.726973684,5.529910005,1,1,1,1,1,2,2,3,3,7,1,1,1,1,1
"70679","No",225.3,1,2,2,2,3,1,4,4,13,17,1,1,1,1,2,1,2,2,6,8,1,0.92999257,0.92999257,0.92999257,1.262491361,1,0.464996285,0.464996285,0.464996285,0.420830454,1,0.92999257,0.92999257,0.92999257,1,1,0.869145899,0.869145899,0.869145899,0.869145899,225.3,1.513350126,1.513350126,1.36262131,1.304854409,1,0.378337531,0.378337531,0.104817024,0.076756142,1,1.585001231,1.585001231,2.748231276,3.819291405,1,0.869145899,0.869145899,0.373483191,0.321866339,1,1,1,1,2,1,1,1,1,1
"56667","No",478,4,6,8,10,14,12,12,13,24,44,1,3,5,6,9,8,8,9,15,20,1.32685635,1.318881434,1.706076559,1.375579153,1.405773081,0.331714087,0.219813572,0.21325957,0.137557915,0.100412363,1.175891759,1.175891759,1.809269668,1.366143645,1.366143645,1,0.836864036,0.836864036,0.531276397,0.531276397,382.4333333,1.249891049,1.303148822,1.4217428,1.492310683,0.104157587,0.104157587,0.100242217,0.059239283,0.033916152,1.338935574,1.338935574,1.373563218,2.554442218,2.554442218,0.412068966,0.412068966,0.412068966,0.412068966,0.412068966,1,3,5,6,9,1,1,1,1,1
"81267","No",4.99,1,2,3,5,20,1,1,1,1,1,1,2,3,5,17,1,1,1,1,1,1,0.005003735,0.003644544,0.00500832,0.008357423,1,0.002501868,0.001214848,0.001001664,0.000417871,1,0.005003735,0.002508143,0.005841723,0.028656751,1,0.002508143,0.002361571,0.002361571,0.002361571,4.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,17,1,1,1,1,1
"45966","No",272.02,2,2,7,9,11,10,10,24,34,56,2,2,5,7,8,8,8,17,22,36,1.861939149,1.861939149,0.537262813,0.630730388,0.667102154,0.930969575,0.930969575,0.07675183,0.070081154,0.06064565,1.861939149,1.861939149,0.521111111,1,1,1,1,0.261306436,0.261306436,0.261306436,556.106,0.489151349,0.705081114,0.733876612,0.771883847,0.048915135,0.048915135,0.02937838,0.021584606,0.01378364,1.106402017,1.106402017,1.419839758,1.257459841,1.361734081,0.15638726,0.15638726,0.15638726,0.15638726,0.148870148,2,2,5,7,9,1,1,1,1,1
"79171","No",91.05,2,2,3,4,11,1,1,1,1,1,2,2,3,4,10,1,1,1,1,1,0.414353327,0.414353327,0.549067299,0.268014836,0.200068317,0.207176663,0.207176663,0.183022433,0.067003709,0.018188029,0.414353327,0.414353327,1,0.414353327,0.45525,0.261315042,0.261315042,0.261315042,0.105700023,0.041652371,91.05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,9,1,1,1,1,1
"8789","No",328.5,1,1,5,6,15,1,1,5,11,20,1,1,5,6,11,1,1,4,7,13,1,1,1.774064633,1.756935035,1.004368058,1,1,0.354812927,0.292822506,0.066957871,1,1,2.311264335,1.943039659,1.927251393,1,1,1,1,0.138900634,328.5,1,0.335783136,0.320138563,0.400034828,1,1,0.067156627,0.029103506,0.020001741,1,1,0.258681786,0.330882353,0.622748815,1,1,0.230526316,0.141680324,0.141680324,1,1,5,6,11,1,1,1,1,1
"6647","No",803.42,2,2,2,3,7,2,2,2,2,2,1,1,1,2,4,1,1,1,1,1,1.421718088,1.421718088,1.421718088,0.774950888,0.760689876,0.710859044,0.710859044,0.710859044,0.258316963,0.108669982,1.421718088,1.421718088,1.421718088,1,1,1,1,1,0.405767677,0.322658635,565.105,1.421718088,1.421718088,1.421718088,1.421718088,0.710859044,0.710859044,0.710859044,0.710859044,0.710859044,1.421718088,1.421718088,1.421718088,1.421718088,1.421718088,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1
"41762","No",339.36,1,2,5,7,13,3,3,13,15,42,1,2,4,6,11,3,3,11,13,29,1,1.960145555,1.649604806,1.865786993,0.64952916,1,0.980072778,0.329920961,0.266540999,0.049963782,1,1.960145555,2.127648903,2.127648903,1.975895197,1,1,0.750364834,0.750364834,0.165541463,284.2633333,1.193822629,0.746728594,0.770483565,0.78391721,0.397940876,0.397940876,0.057440661,0.051365571,0.018664695,1,1,1,1,1.58891282,0.74829662,0.74829662,0.1492972,0.1492972,0.137115152,1,2,4,6,11,1,1,1,1,1
"32133","No",48.03,2,2,6,12,20,23,23,23,23,23,2,2,5,11,16,7,7,7,7,7,0.772994287,0.772994287,0.173856911,0.152889559,0.166147204,0.386497143,0.386497143,0.028976152,0.012740797,0.00830736,0.772994287,0.772994287,0.237890045,0.209481856,0.365247148,0.62998426,0.62998426,0.08005,0.052575119,0.052575119,59.57347826,0.806231253,0.806231253,0.806231253,0.806231253,0.035053533,0.035053533,0.035053533,0.035053533,0.035053533,3.408800568,3.408800568,3.408800568,3.408800568,3.408800568,0.048761421,0.048761421,0.048761421,0.048761421,0.048761421,2,2,5,10,15,1,1,1,1,1
"7305","No",138,18,20,20,31,70,19,32,38,57,126,2,3,3,6,13,3,11,14,16,19,1.039539322,0.565820737,0.565820737,0.430348957,0.515877106,0.057752185,0.028291037,0.028291037,0.013882224,0.007369673,1.000870322,1.000870322,1.000870322,1.458465441,2.108157654,0.372972973,0.055555556,0.055555556,0.055555556,0.055554437,110.3868421,0.674131575,0.709536528,0.807124365,1.279911905,0.065797316,0.021066612,0.018672014,0.014160077,0.010158031,1.82781457,1.940655323,1.91799861,2.068345324,4.178652536,0.378082192,0.089134043,0.089134043,0.089134043,0.089134043,2,3,3,6,14,1,1,1,1,2
"30742","No",19.99,1,1,1,2,5,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1.144247281,0.118024231,1,1,1,0.572123641,0.023604846,1,1,1,1.144247281,1,1,1,1,1,0.031892151,19.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1
"10025","No",7.88,1,3,3,9,15,2,9,14,39,70,1,2,2,5,8,2,8,12,29,43,1,0.13557378,0.13557378,0.017746238,0.022610196,1,0.04519126,0.04519126,0.001971804,0.001507346,1,0.242536165,0.242536165,0.033059238,0.05880597,1,0.05880597,0.05880597,0.003533632,0.003533632,59.705,0.025790498,0.028175849,0.045387147,0.049225607,0.065991123,0.002865611,0.002012561,0.001163773,0.000703223,0.131982246,0.070653636,0.051178801,0.080646812,0.069268636,0.070653636,0.00480356,0.00480356,0.00480356,0.00480356,1,2,2,5,8,1,1,1,1,1
"52972","No",11.83,8,9,10,10,12,4,5,14,35,95,3,4,5,5,7,1,2,4,16,25,0.430318738,0.411510068,0.384540372,0.384540372,0.288877132,0.053789842,0.045723341,0.038454037,0.038454037,0.024073094,0.5,0.5,0.415817223,0.415817223,0.387741724,0.208018287,0.208018287,0.208018287,0.208018287,0.075833333,17.745,0.233997943,0.192232694,0.059392065,0.071017961,0.166666667,0.046799589,0.013730907,0.001696916,0.000747557,0.666666667,0.5,0.350414692,0.255507559,0.288255361,0.5,0.065071507,0.065071507,0.006836451,0.006836451,2,3,4,4,6,1,2,2,2,2
"82261","No",34,1,1,2,2,3,2,2,2,2,5,1,1,2,2,3,2,2,2,2,5,1,1,0.160377358,0.160377358,0.113093324,1,1,0.080188679,0.080188679,0.037697775,1,1,0.160377358,0.160377358,0.087179487,1,1,0.087179487,0.087179487,0.071143102,45.5,0.747252747,0.747252747,0.747252747,0.228494624,0.373626374,0.373626374,0.373626374,0.373626374,0.045698925,0.747252747,0.747252747,0.747252747,0.747252747,0.596491228,0.596491228,0.596491228,0.596491228,0.596491228,0.059544658,1,1,2,2,3,1,1,1,1,1
"49914","No",1780,1,1,3,5,21,1,1,1,1,5,1,1,3,5,14,1,1,1,1,4,1,1,2.775539905,4.09169065,4.98125035,1,1,0.925179968,0.81833813,0.237202398,1,1,14.01574803,14.01574803,14.83333333,1,1,1,1,0.897091508,1780,1,1,1,1.44012945,1,1,1,1,0.28802589,1,1,1,1,1.873684211,1,1,1,1,0.851674641,1,1,3,5,14,1,1,1,1,1
"42544","No",821.5,1,1,1,2,5,1,1,3,3,3,1,1,1,2,5,1,1,3,3,3,1,1,1,1.100100435,1.065687333,1,1,1,0.550050218,0.213137467,1,1,1,1.100100435,1,1,1,1,1,0.834399821,821.5,1,1.118605295,1.118605295,1.118605295,1,1,0.372868432,0.372868432,0.372868432,1,1,1,1,1,1,1,0.900283839,0.900283839,0.900283839,1,1,1,2,5,1,1,1,1,1
